2025-04-08 16:06:05,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12729430,0.12860000,1.03
2025-04-09 07:01:47,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12998984,0.13130000,1.01
2025-04-09 07:02:05,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12986323,0.13130000,1.11
2025-04-09 07:03:33,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12916807,0.13050000,1.03
2025-04-09 07:33:50,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12817569,0.12950000,1.03
2025-04-09 08:51:15,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.12790000,0.12922442,1.04
2025-04-09 08:52:35,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.12790000,0.12935133,1.13
2025-04-09 08:52:56,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.12790000,0.12923663,1.05
2025-04-09 09:37:21,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12979006,0.13140000,1.24
2025-04-09 09:37:44,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12929477,0.13140000,1.63
2025-04-09 09:38:06,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12951631,0.13140000,1.45
2025-04-09 09:38:29,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Jupiter,Raydium,0.12977768,0.13140000,1.25
2025-04-09 09:39:56,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.12940000,0.13099477,1.23
2025-04-09 09:39:56,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Raydium,Jupiter,0.00000995,0.00001006,1.06
2025-04-09 09:40:14,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.12940000,0.13093865,1.19
2025-04-09 09:40:14,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Raydium,Jupiter,0.00000995,0.00001007,1.19
2025-04-09 10:24:36,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Raydium,Jupiter,0.00000998,0.00001009,1.06
2025-04-09 10:32:05,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Raydium,Jupiter,0.00001000,0.00001011,1.09
2025-04-09 10:32:28,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Raydium,Jupiter,0.00001000,0.00001012,1.19
2025-04-09 10:32:50,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Raydium,Jupiter,0.00001003,0.00001014,1.05
2025-04-09 10:33:12,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Raydium,Jupiter,0.00001003,0.00001015,1.16
2025-04-09 10:44:45,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.10670000,0.13039747,22.21
2025-04-09 10:45:07,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.10670000,0.13034795,22.16
2025-04-09 10:45:48,Pnut,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Raydium,Jupiter,0.10670000,0.13050556,22.31
